source_id,url,domain,source_family,source_type,trust_tier,linked_package_count,linked_packages,primary_topics,refresh_priority,notes
SRC-0257,https://pypi.org/project/cmake/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,cmake,native_build_tool; v0.6-media-video-audio-cli-build,normal,
SRC-0258,https://pypi.org/project/comfy-aimdo/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,comfy-aimdo,comfyui_core_runtime; v0.7-comfyui-runtime-grounding,normal,
SRC-0259,https://pypi.org/project/comfy-kitchen/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,comfy-kitchen,comfyui_core_runtime; v0.7-comfyui-runtime-grounding,normal,
SRC-0260,https://pypi.org/project/comfyui-embedded-docs/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,comfyui-embedded-docs,comfyui_core_runtime; v0.7-comfyui-runtime-grounding,normal,
SRC-0261,https://pypi.org/project/comfyui-frontend-package/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,comfyui-frontend-package,comfyui_core_runtime; v0.7-comfyui-runtime-grounding,normal,
SRC-0262,https://pypi.org/project/comfyui-manager/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,comfyui_manager,comfyui_manager_runtime; v0.7-comfyui-runtime-grounding,normal,
SRC-0263,https://pypi.org/project/comfyui-workflow-templates/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,comfyui-workflow-templates,comfyui_core_runtime; v0.7-comfyui-runtime-grounding,normal,
SRC-0264,https://pypi.org/project/cuda-python/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,4,cuda-bindings | cuda-core | cuda-pathfinder | cuda-python,nvidia_cuda_python_bindings; nvidia_cuda_python_core; nvidia_cuda_component_discovery; v1.3-cudnn-backend-frontend-toolkit-depth,high,
SRC-0265,https://pypi.org/project/cuda-toolkit/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,cuda-toolkit,nvidia_cuda_toolkit_metapackage; v1.3-cudnn-backend-frontend-toolkit-depth,high,
SRC-0266,https://pypi.org/project/decord/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,decord,media_video_loader; v0.6-media-video-audio-cli-build,normal,
SRC-0267,https://pypi.org/project/dlib/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,dlib,face_detection; v0.9-custom-node-training-web-deps,normal,
SRC-0268,https://pypi.org/project/facexlib/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,facexlib,face_restore; v0.3-image-restoration-face-segmentation,normal,
SRC-0269,https://pypi.org/project/faiss-cpu/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,faiss-cpu,rag_vector_db; v0.4-rag-ocr-llm-client,normal,
SRC-0270,https://pypi.org/project/filelock/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,filelock,filesystem_locking; v0.7-comfyui-runtime-grounding,normal,
SRC-0271,https://pypi.org/project/ftfy/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,ftfy,text_processing; v0.5-training-data-config-llm-framework,normal,
SRC-0272,https://pypi.org/project/geventhttpclient/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,geventhttpclient,http_client_transport; v1.5-triton-serving-deployment-depth,normal,
SRC-0273,https://pypi.org/project/gfpgan/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,gfpgan,face_restore; v0.3-image-restoration-face-segmentation,normal,
SRC-0274,https://pypi.org/project/glfw/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,glfw,opengl_windowing; v0.7-comfyui-runtime-grounding,normal,
SRC-0275,https://pypi.org/project/groundingdino-py/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,2,groundingdino | groundingdino-py,detection_segmentation; v0.9-custom-node-training-web-deps,normal,
SRC-0276,https://pypi.org/project/h11/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,h11,python_http_protocol_core; v1.6-llm-serving-openai-compatible-depth,normal,
SRC-0277,https://pypi.org/project/httptools/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,httptools,asgi_http_parser_acceleration; v1.6-llm-serving-openai-compatible-depth,normal,
SRC-0278,https://pypi.org/project/httpx/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,httpx,http_client; v0.9-custom-node-training-web-deps,normal,
SRC-0279,https://pypi.org/project/imageio-ffmpeg/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,imageio-ffmpeg,media_video_io; v0.6-media-video-audio-cli-build,normal,
SRC-0280,https://pypi.org/project/insightface/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,insightface,face_swap_identity; v0.3-image-restoration-face-segmentation,normal,
SRC-0281,https://pypi.org/project/ipywidgets/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,ipywidgets,notebook_ui; v0.9-custom-node-training-web-deps,normal,
SRC-0282,https://pypi.org/project/k-diffusion/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,k-diffusion,sampler_backend; v0.9-custom-node-training-web-deps,normal,
SRC-0283,https://pypi.org/project/kornia/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,kornia,vision_tensor_ops; v0.5-training-data-config-llm-framework,normal,
SRC-0284,https://pypi.org/project/langchain/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,langchain,rag_framework; v0.5-training-data-config-llm-framework,normal,
SRC-0285,https://pypi.org/project/lion-pytorch/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,lion-pytorch,training_optimizer; v0.9-custom-node-training-web-deps,normal,
SRC-0286,https://pypi.org/project/llama-index/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,llama-index,rag_framework; v0.5-training-data-config-llm-framework,normal,
SRC-0287,https://pypi.org/project/lm-format-enforcer/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,lm-format-enforcer,structured_output_guided_decoding; v1.6-llm-serving-openai-compatible-depth,normal,
SRC-0288,https://pypi.org/project/matplotlib/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,matplotlib,plotting_visualization; v0.6-media-video-audio-cli-build,normal,
SRC-0289,https://pypi.org/project/mediapipe/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,mediapipe,pose_face_hand_tracking; v0.9-custom-node-training-web-deps,normal,
SRC-0290,https://pypi.org/project/mistral-common/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,mistral-common,model_family_tokenization_chat_templates; v1.6-llm-serving-openai-compatible-depth,normal,
SRC-0291,https://pypi.org/project/msgspec/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,msgspec,api_serialization_performance; v1.6-llm-serving-openai-compatible-depth,normal,
SRC-0292,https://pypi.org/project/ninja/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,ninja,native_build_tool; v0.6-media-video-audio-cli-build,normal,
SRC-0293,https://pypi.org/project/nomic/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,nomic,embeddings; v0.9-custom-node-training-web-deps,normal,
SRC-0294,https://pypi.org/project/numpy/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,numpy,numeric; v0.3-image-restoration-face-segmentation,normal,
SRC-0295,https://pypi.org/project/nvidia-cudnn-cu12/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,nvidia-cudnn-cu12,nvidia_cudnn_backend_runtime; v1.3-cudnn-backend-frontend-toolkit-depth,high,
SRC-0296,https://pypi.org/project/nvidia-cudnn-frontend/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,nvidia-cudnn-frontend,nvidia_cudnn_frontend_api; v1.3-cudnn-backend-frontend-toolkit-depth,high,
SRC-0297,https://pypi.org/project/nvidia-ml-py/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,nvidia-ml-py,nvidia_gpu_telemetry; v1.5-triton-serving-deployment-depth,normal,
SRC-0298,https://pypi.org/project/onnx/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,onnx,model_format; v0.3-image-restoration-face-segmentation,normal,
SRC-0299,https://pypi.org/project/onnxruntime-directml/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,onnxruntime-directml,inference_runtime; v0.4-rag-ocr-llm-client,normal,
SRC-0300,https://pypi.org/project/onnxruntime-gpu/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,onnxruntime-gpu,inference_runtime; v0.3-image-restoration-face-segmentation,normal,
SRC-0301,https://pypi.org/project/onnxruntime/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,onnxruntime,inference_runtime; v0.3-image-restoration-face-segmentation,normal,
SRC-0302,https://pypi.org/project/onnxslim/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,onnxslim,onnx_graph_simplification; v1.4-tensorrt-onnx-inference-depth,normal,
SRC-0303,https://pypi.org/project/open-clip-torch/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,open-clip-torch,vision_language_model; v0.9-custom-node-training-web-deps,normal,
SRC-0304,https://pypi.org/project/openai/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,openai,llm_client; v0.4-rag-ocr-llm-client,normal,
SRC-0305,https://pypi.org/project/opencv-python/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,2,opencv-python | opencv-python-headless,image_video_io; v0.3-image-restoration-face-segmentation; v0.9-custom-node-training-web-deps,normal,
SRC-0306,https://pypi.org/project/orjson/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,orjson,json_serialization; v0.9-custom-node-training-web-deps,normal,
SRC-0307,https://pypi.org/project/packaging/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,packaging,dev_runtime; v0.6-media-video-audio-cli-build,normal,
SRC-0308,https://pypi.org/project/pillow/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,Pillow,image_io; v0.3-image-restoration-face-segmentation,normal,
SRC-0309,https://pypi.org/project/pipdeptree/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,pipdeptree,dependency_audit; v1.1-local-wheelhouse-native-build,normal,
SRC-0310,https://pypi.org/project/protobuf/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,protobuf,serialization; v0.4-rag-ocr-llm-client,normal,
SRC-0311,https://pypi.org/project/psutil/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,psutil,diagnostics; v0.3-image-restoration-face-segmentation,normal,
SRC-0312,https://pypi.org/project/pybind11/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,pybind11,native_python_binding; v0.6-media-video-audio-cli-build,normal,
SRC-0313,https://pypi.org/project/pycocotools/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,pycocotools,dataset_eval_annotations; v0.9-custom-node-training-web-deps,normal,
SRC-0314,https://pypi.org/project/pydantic-settings/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,pydantic-settings,settings_config; v0.7-comfyui-runtime-grounding,normal,
SRC-0315,https://pypi.org/project/pydantic/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,pydantic,validation_config; v0.2-ui-api,normal,
SRC-0316,https://pypi.org/project/pyproject-hooks/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,pyproject-hooks,build_frontend; v1.1-local-wheelhouse-native-build,normal,
SRC-0317,https://pypi.org/project/pytesseract/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,pytesseract,ocr; v0.4-rag-ocr-llm-client,normal,
SRC-0318,https://pypi.org/project/pytest/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,pytest,testing; v0.9-custom-node-training-web-deps,normal,
SRC-0319,https://pypi.org/project/pytorch-clip-interrogator/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,clip-interrogator,prompt_interrogation; v0.9-custom-node-training-web-deps,normal,
SRC-0320,https://pypi.org/project/realesrgan/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,realesrgan,restoration_upscale; v0.3-image-restoration-face-segmentation,normal,
SRC-0321,https://pypi.org/project/regex/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,regex,text_processing; v0.5-training-data-config-llm-framework,normal,
SRC-0322,https://pypi.org/project/rembg/2.0.28/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,rembg,background_segmentation; v0.4-rag-ocr-llm-client,normal,
SRC-0323,https://pypi.org/project/requests/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,requests,http; v0.5-training-data-config-llm-framework,normal,
SRC-0324,https://pypi.org/project/scikit-image/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,scikit-image,image_processing; v0.3-image-restoration-face-segmentation,normal,
SRC-0325,https://pypi.org/project/sentencepiece/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,sentencepiece,text_tokenization; v0.5-training-data-config-llm-framework,normal,
SRC-0326,https://pypi.org/project/setuptools-scm/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,setuptools-scm,versioning_build_tool; v1.1-local-wheelhouse-native-build,normal,
SRC-0327,https://pypi.org/project/setuptools/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,setuptools,build_packaging; v0.6-media-video-audio-cli-build,normal,
SRC-0328,https://pypi.org/project/sgl-kernel/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,sgl-kernel,llm_serving_cuda_kernel_package; v1.6-llm-serving-openai-compatible-depth,normal,
SRC-0329,https://pypi.org/project/simpleeval/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,simpleeval,safe_expression_eval; v0.7-comfyui-runtime-grounding,normal,
SRC-0330,https://pypi.org/project/soundfile/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,soundfile,audio_io; v0.6-media-video-audio-cli-build,normal,
SRC-0331,https://pypi.org/project/spandrel/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,spandrel,upscale_model_architecture; v0.7-comfyui-runtime-grounding,normal,
SRC-0332,https://pypi.org/project/sse-starlette/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,sse-starlette,server_sent_events_streaming; v1.6-llm-serving-openai-compatible-depth,normal,
SRC-0333,https://pypi.org/project/tensorboard/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,tensorboard,experiment_tracking; v0.9-custom-node-training-web-deps,normal,
SRC-0334,https://pypi.org/project/tensorrt-cu11/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,tensorrt-cu11,nvidia_tensorrt_cuda_family_metapackage; v1.4-tensorrt-onnx-inference-depth,high,
SRC-0335,https://pypi.org/project/tensorrt-cu12-bindings/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,tensorrt-cu12-bindings,nvidia_tensorrt_python_bindings; v1.4-tensorrt-onnx-inference-depth,high,
SRC-0336,https://pypi.org/project/tensorrt-cu12/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,2,tensorrt-cu12 | tensorrt-cu12-libs,nvidia_tensorrt_cuda_family_metapackage; nvidia_tensorrt_libraries; v1.4-tensorrt-onnx-inference-depth,high,
SRC-0337,https://pypi.org/project/tensorrt-cu13-bindings/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,tensorrt-cu13-bindings,nvidia_tensorrt_python_bindings; v1.4-tensorrt-onnx-inference-depth,high,
SRC-0338,https://pypi.org/project/tensorrt-cu13-libs/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,tensorrt-cu13-libs,nvidia_tensorrt_libraries; v1.4-tensorrt-onnx-inference-depth,high,
SRC-0339,https://pypi.org/project/tensorrt-cu13/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,tensorrt-cu13,nvidia_tensorrt_cuda_family_metapackage; v1.4-tensorrt-onnx-inference-depth,high,
SRC-0340,https://pypi.org/project/tensorrt-llm/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,tensorrt-llm,nvidia_tensorrt_llm; v1.4-tensorrt-onnx-inference-depth,high,
SRC-0341,https://pypi.org/project/tensorrt/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,5,tensorrt | tensorrt-cu11 | tensorrt-cu12 | tensorrt-cu13 | tensorrt-libs,nvidia_tensorrt_cuda_family_metapackage; nvidia_tensorrt_metapackage; nvidia_tensorrt_libraries; v1.4-tensorrt-onnx-inference-depth,high,
SRC-0342,https://pypi.org/project/timm/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,timm,vision_models; v0.5-training-data-config-llm-framework,normal,
SRC-0343,https://pypi.org/project/tomli-w/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,tomli-w,config; v0.9-custom-node-training-web-deps,normal,
SRC-0344,https://pypi.org/project/tomli/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,tomli,config; v0.9-custom-node-training-web-deps,normal,
SRC-0345,https://pypi.org/project/torch-tensorrt/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,torch-tensorrt,pytorch_tensorrt_bridge; v1.4-tensorrt-onnx-inference-depth,high,
SRC-0346,https://pypi.org/project/torchsde/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,torchsde,sampling_math; v0.7-comfyui-runtime-grounding,normal,
SRC-0347,https://pypi.org/project/tqdm/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,tqdm,cli_progress; v0.5-training-data-config-llm-framework,normal,
SRC-0348,https://pypi.org/project/transparent-background/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,transparent-background,background_segmentation; v0.4-rag-ocr-llm-client,normal,
SRC-0349,https://pypi.org/project/transparent-background/1.1.2/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,transparent-background,background_segmentation; v0.4-rag-ocr-llm-client,normal,
SRC-0350,https://pypi.org/project/triton-model-analyzer/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,triton-model-analyzer,triton_performance_analysis; v1.5-triton-serving-deployment-depth,normal,
SRC-0351,https://pypi.org/project/triton-model-navigator/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,triton-model-navigator,triton_model_optimization_deployment; v1.5-triton-serving-deployment-depth,normal,
SRC-0352,https://pypi.org/project/tritonclient/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,tritonclient,nvidia_inference_server_client; v1.4-tensorrt-onnx-inference-depth + v1.5-triton-serving-deployment-depth,normal,
SRC-0353,https://pypi.org/project/ultralytics/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,ultralytics,detection_segmentation; v0.3-image-restoration-face-segmentation,normal,
SRC-0354,https://pypi.org/project/uvicorn/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,uvicorn,ui_backend_api; v0.2-ui-api,normal,
SRC-0355,https://pypi.org/project/uvloop/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,uvloop,asyncio_event_loop_acceleration; v1.6-llm-serving-openai-compatible-depth,normal,
SRC-0356,https://pypi.org/project/wandb/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,wandb,experiment_tracking; v0.9-custom-node-training-web-deps,normal,
SRC-0357,https://pypi.org/project/watchdog/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,watchdog,filesystem_watch; v0.9-custom-node-training-web-deps,normal,
SRC-0358,https://pypi.org/project/watchfiles/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,watchfiles,dev_server_file_watch_reload; v1.6-llm-serving-openai-compatible-depth,normal,
SRC-0359,https://pypi.org/project/websockets/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,websockets,websocket_client_server; v0.9-custom-node-training-web-deps,normal,
SRC-0360,https://pypi.org/project/wheel/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,wheel,build_packaging; v0.6-media-video-audio-cli-build,normal,
SRC-0361,https://pypi.org/project/yarl/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,yarl,async_web_server; v0.7-comfyui-runtime-grounding,normal,
SRC-0362,https://python-soundfile.readthedocs.io/,python-soundfile.readthedocs.io,project_documentation,documentation,project_docs_primary_or_near_primary,1,soundfile,audio_io; v0.6-media-video-audio-cli-build,normal,
SRC-0363,https://pythonwheels.com/,pythonwheels.com,other_project_docs,web_reference,supporting_reference,1,wheel,build_packaging; v0.6-media-video-audio-cli-build,normal,
SRC-0364,https://pytorch.org/,pytorch.org,pytorch_docs,web_reference,official_docs_primary,2,torch | triton,core_ml_runtime; kernel_backend; v0.2-core-runtime,high,
SRC-0365,https://pytorch.org/get-started/locally/,pytorch.org,pytorch_docs,install_documentation,official_docs_primary,3,torch | torchaudio | torchvision,core_ml_runtime; v0.2-core-runtime,high,
SRC-0366,https://pyyaml.org/wiki/PyYAMLDocumentation,pyyaml.org,other_project_docs,web_reference,supporting_reference,1,PyYAML,config; v0.4-rag-ocr-llm-client,normal,
SRC-0367,https://requests.readthedocs.io/,requests.readthedocs.io,project_documentation,documentation,project_docs_primary_or_near_primary,1,requests,http; v0.5-training-data-config-llm-framework,normal,
SRC-0368,https://requests.readthedocs.io/en/latest/user/install/,requests.readthedocs.io,project_documentation,install_documentation,project_docs_primary_or_near_primary,1,requests,http; v0.5-training-data-config-llm-framework,high,
SRC-0369,https://rich.readthedocs.io/,rich.readthedocs.io,project_documentation,documentation,project_docs_primary_or_near_primary,1,rich,cli_ui; v0.6-media-video-audio-cli-build,normal,
SRC-0370,https://rich.readthedocs.io/en/latest/introduction.html,rich.readthedocs.io,project_documentation,documentation,project_docs_primary_or_near_primary,1,rich,cli_ui; v0.6-media-video-audio-cli-build,normal,
SRC-0371,https://sbert.net/,sbert.net,huggingface_ecosystem_docs,web_reference,official_or_project_docs,1,sentence-transformers,embeddings; v0.4-rag-ocr-llm-client,normal,
SRC-0372,https://sbert.net/docs/installation.html,sbert.net,huggingface_ecosystem_docs,install_documentation,official_or_project_docs,1,sentence-transformers,embeddings; v0.4-rag-ocr-llm-client,high,
SRC-0373,https://scikit-build-core.readthedocs.io/en/latest/,scikit-build-core.readthedocs.io,project_documentation,documentation,project_docs_primary_or_near_primary,1,scikit-build-core,native_build_backend; v1.1-local-wheelhouse-native-build,normal,
SRC-0374,https://scikit-build-core.readthedocs.io/en/latest/guide/getting_started.html,scikit-build-core.readthedocs.io,project_documentation,documentation,project_docs_primary_or_near_primary,1,cmake,native_build_tool; v0.6-media-video-audio-cli-build,normal,
SRC-0375,https://scikit-image.org/,scikit-image.org,scientific_python_docs,web_reference,official_or_project_docs,1,scikit-image,image_processing; v0.3-image-restoration-face-segmentation,normal,
SRC-0376,https://scikit-image.org/docs/stable/user_guide/install.html,scikit-image.org,scientific_python_docs,install_documentation,official_or_project_docs,1,scikit-image,image_processing; v0.3-image-restoration-face-segmentation,high,
SRC-0377,https://scipy.org/,scipy.org,scientific_python_docs,web_reference,official_or_project_docs,1,scipy,numeric; v0.5-training-data-config-llm-framework,normal,
SRC-0378,https://scipy.org/install/,scipy.org,scientific_python_docs,install_documentation,official_or_project_docs,1,scipy,numeric; v0.5-training-data-config-llm-framework,high,
SRC-0379,https://segment-anything.com/,segment-anything.com,other_project_docs,web_reference,supporting_reference,1,segment-anything,segmentation; v0.3-image-restoration-face-segmentation,normal,
SRC-0380,https://setuptools-scm.readthedocs.io/,setuptools-scm.readthedocs.io,project_documentation,documentation,project_docs_primary_or_near_primary,1,setuptools-scm,versioning_build_tool; v1.1-local-wheelhouse-native-build,normal,
SRC-0381,https://setuptools.pypa.io/,setuptools.pypa.io,python_packaging_build_docs,web_reference,official_docs_primary,1,setuptools,build_packaging; v0.6-media-video-audio-cli-build,normal,
SRC-0382,https://spacy.io/usage,spacy.io,other_project_docs,web_reference,supporting_reference,1,spacy,text_processing; v0.4-rag-ocr-llm-client,normal,
SRC-0383,https://spacy.io/usage/models,spacy.io,other_project_docs,web_reference,supporting_reference,1,spacy,text_processing; v0.4-rag-ocr-llm-client,normal,
SRC-0384,https://starlette.dev/,starlette.dev,other_project_docs,web_reference,supporting_reference,1,starlette,ui_backend_api; v0.2-ui-api,normal,
SRC-0385,https://supervision.roboflow.com/,supervision.roboflow.com,other_project_docs,web_reference,supporting_reference,1,supervision,computer_vision_utils; v0.9-custom-node-training-web-deps,normal,
SRC-0386,https://tqdm.github.io/,tqdm.github.io,other_project_docs,web_reference,supporting_reference,1,tqdm,cli_progress; v0.5-training-data-config-llm-framework,normal,
SRC-0387,https://triton-inference-server.github.io/pytriton/,triton-inference-server.github.io,other_project_docs,web_reference,supporting_reference,1,pytriton,triton_python_serving_wrapper; v1.5-triton-serving-deployment-depth,normal,
SRC-0388,https://triton-lang.org/,triton-lang.org,other_project_docs,web_reference,supporting_reference,1,triton,kernel_backend; v0.2-core-runtime,normal,
SRC-0389,https://typer.tiangolo.com/,typer.tiangolo.com,other_project_docs,web_reference,supporting_reference,1,typer,cli_ui; v0.6-media-video-audio-cli-build,normal,
SRC-0390,https://typer.tiangolo.com/tutorial/package/,typer.tiangolo.com,other_project_docs,web_reference,supporting_reference,1,typer,cli_ui; v0.6-media-video-audio-cli-build,normal,
SRC-0391,https://uvicorn.dev/,uvicorn.dev,other_project_docs,web_reference,supporting_reference,1,uvicorn,ui_backend_api; v0.2-ui-api,normal,
SRC-0392,https://watchfiles.helpmanual.io/,watchfiles.helpmanual.io,other_project_docs,web_reference,supporting_reference,1,watchfiles,dev_server_file_watch_reload; v1.6-llm-serving-openai-compatible-depth,normal,
SRC-0393,https://websockets.readthedocs.io/en/stable/intro/index.html,websockets.readthedocs.io,project_documentation,documentation,project_docs_primary_or_near_primary,1,websockets,websocket_client_server; v0.9-custom-node-training-web-deps,normal,
SRC-0394,https://wheel.readthedocs.io/,wheel.readthedocs.io,project_documentation,documentation,project_docs_primary_or_near_primary,1,wheel,build_packaging; v0.6-media-video-audio-cli-build,normal,
SRC-0395,https://www.glfw.org/,glfw.org,other_project_docs,web_reference,supporting_reference,1,glfw,opengl_windowing; v0.7-comfyui-runtime-grounding,normal,
SRC-0396,https://www.gradio.app/docs,gradio.app,other_project_docs,web_reference,supporting_reference,1,gradio,ui_webapp; v0.2-ui-api,normal,
SRC-0397,https://www.gradio.app/docs/gradio/mount_gradio_app,gradio.app,other_project_docs,web_reference,supporting_reference,1,gradio,ui_webapp; v0.2-ui-api,normal,
SRC-0398,https://www.gradio.app/guides/quickstart,gradio.app,other_project_docs,web_reference,supporting_reference,1,gradio,ui_webapp; v0.2-ui-api,normal,
SRC-0399,https://www.jaided.ai/easyocr/,jaided.ai,other_project_docs,web_reference,supporting_reference,1,easyocr,ocr; v0.4-rag-ocr-llm-client,normal,
SRC-0400,https://www.maturin.rs/,maturin.rs,other_project_docs,web_reference,supporting_reference,1,maturin,rust_build_backend; v1.1-local-wheelhouse-native-build,normal,
SRC-0401,https://www.pyinstaller.org/,pyinstaller.org,other_project_docs,web_reference,supporting_reference,1,pyinstaller,packaging; v0.9-custom-node-training-web-deps,high,
SRC-0402,https://www.python-httpx.org/,python-httpx.org,other_project_docs,web_reference,supporting_reference,1,httpx,http_client; v0.9-custom-node-training-web-deps,normal,
SRC-0403,https://www.sqlalchemy.org/,sqlalchemy.org,other_project_docs,web_reference,supporting_reference,1,SQLAlchemy,database_orm; v0.7-comfyui-runtime-grounding,normal,
SRC-0404,https://www.tensorflow.org/tensorboard/get_started,tensorflow.org,other_project_docs,web_reference,supporting_reference,1,tensorboard,experiment_tracking; v0.9-custom-node-training-web-deps,normal,
SRC-0405,https://xgrammar.mlc.ai/,xgrammar.mlc.ai,other_project_docs,web_reference,supporting_reference,1,xgrammar,structured_output_guided_decoding; v1.6-llm-serving-openai-compatible-depth,normal,
